Sample 273: No. iterations = 93, Error = 0.000483239
Sample 274: No. iterations = 9, Error = 0.000911434
Sample 275: No. iterations = 124, Error = 0.000201089
Sample 276: No. iterations = 2, Error = 0.000460438
Sample 277: No. iterations = 6, Error = 0.000890918
Sample 278: No. iterations = 50, Error = 0.000930631
Sample 279: No. iterations = 256, Error = 0.000213464
Sample 280: No. iterations = 132, Error = 0.000196406
Sample 281: No. iterations = 151, Error = 0.000531117
Sample 282: No. iterations = 29, Error = 0.000174335
Sample 283: No. iterations = 136, Error = 0.000322839
Sample 284: No. iterations = 35, Error = 7.08584e-05
Sample 285: No. iterations = 285, Error = 0.000160506
Sample 286: No. iterations = 1, Error = 0.000454878
Sample 287: No. iterations = 52, Error = 0.000970728
Sample 288: No. iterations = 1, Error = 0.000234296
Sample 289: No. iterations = 225, Error = 0.000768849
Sample 290: No. iterations = 191, Error = 0.000534506
Sample 291: No. iterations = 54, Error = 0.000975112
Sample 292: No. iterations = 108, Error = 0.000999118
Sample 293: No. iterations = 141, Error = 0.000812542
Sample 294: No. iterations = 42, Error = 0.000726215
Sample 295: No. iterations = 1, Error = 1.03877e-05
Sample 296: No. iterations = 197, Error = 0.000745288
Sample 297: No. iterations = 23, Error = 0.000839393
Sample 298: No. iterations = 27, Error = 0.000540826
Sample 299: No. iterations = 28, Error = 0.000470661
Sample 300: No. iterations = 48, Error = 0.000290074
Sample 301: No. iterations = 38, Error = 0.000752814
Sample 302: No. iterations = 5, Error = 0.000945986
Sample 303: No. iterations = 17, Error = 0.000380306
Sample 304: No. iterations = 1, Error = 0.000651632
Sample 305: No. iterations = 224, Error = 1.5266e-05
Sample 306: No. iterations = 35, Error = 0.000946945
Sample 307: No. iterations = 167, Error = 0.000250061
Sample 308: No. iterations = 85, Error = 8.40874e-05
Sample 309: No. iterations = 48, Error = 0.000113057
Sample 310: No. iterations = 6, Error = 0.00029321
Sample 311: No. iterations = 45, Error = 0.000522298
Sample 312: No. iterations = 1, Error = 0.000530362
Sample 313: No. iterations = 140, Error = 0.000450718
Sample 314: No. iterations = 80, Error = 0.000965786
Sample 315: No. iterations = 58, Error = 0.000885206
Sample 316: No. iterations = 4, Error = 0.000557443
Sample 317: No. iterations = 89, Error = 0.00076888
Sample 318: No. iterations = 2, Error = 0.000941464
Sample 319: No. iterations = 69, Error = 0.000799352
Sample 320: No. iterations = 56, Error = 0.00088679
Sample 321: No. iterations = 151, Error = 5.5445e-05
Sample 322: No. iterations = 54, Error = 0.000968403
Sample 323: No. iterations = 65, Error = 0.000205203
Sample 324: No. iterations = 12, Error = 0.00084724
Sample 325: No. iterations = 60, Error = 0.000717788
Sample 326: No. iterations = 42, Error = 8.00237e-05
Sample 327: No. iterations = 6, Error = 3.51052e-05
Sample 328: No. iterations = 86, Error = 0.00037736
Sample 329: No. iterations = 116, Error = 0.000652962
Sample 330: No. iterations = 54, Error = 9.74256e-05
Sample 331: No. iterations = 63, Error = 0.000623893
Sample 332: No. iterations = 22, Error = 0.000737415
Sample 333: No. iterations = 11, Error = 0.000102383
Sample 334: No. iterations = 25, Error = 0.00090232
Sample 335: No. iterations = 129, Error = 7.28139e-06
Sample 336: No. iterations = 22, Error = 0.000349213
Sample 337: No. iterations = 144, Error = 0.000577271
Sample 338: No. iterations = 5, Error = 0.000495785
Sample 339: No. iterations = 2, Error = 3.08863e-05
Sample 340: No. iterations = 46, Error = 0.000741345
Sample 341: No. iterations = 495, Error = 0.000739809
Sample 342: No. iterations = 25, Error = 0.00033782
Sample 343: No. iterations = 65, Error = 3.86785e-05
Sample 344: No. iterations = 30, Error = 0.000760875
Sample 345: No. iterations = 34, Error = 0.00070111
Sample 346: No. iterations = 29, Error = 0.000337766
Sample 347: No. iterations = 514, Error = 0.000283266
Sample 348: No. iterations = 54, Error = 0.000579363
Sample 349: No. iterations = 108, Error = 0.000194653
Sample 350: No. iterations = 34, Error = 0.000764189
Sample 351: No. iterations = 76, Error = 0.000782037
Sample 352: No. iterations = 80, Error = 0.000361567
Sample 353: No. iterations = 83, Error = 0.00018832
Sample 354: No. iterations = 17, Error = 0.000710051
Sample 355: No. iterations = 165, Error = 0.000780497
Sample 356: No. iterations = 90, Error = 0.000287822
Sample 357: No. iterations = 175, Error = 0.000492784
Sample 358: No. iterations = 22, Error = 1.92851e-05
Sample 359: No. iterations = 54, Error = 0.00060662
Sample 360: No. iterations = 2, Error = 0.000186297
Sample 361: No. iterations = 7, Error = 0.000842115
Sample 362: No. iterations = 16, Error = 0.000693231
Sample 363: No. iterations = 203, Error = 0.000268458
Sample 364: No. iterations = 21, Error = 0.000364315
Sample 365: No. iterations = 10, Error = 0.000374745
Sample 366: No. iterations = 145, Error = 3.15008e-06
Sample 367: No. iterations = 14, Error = 0.000875491
Sample 368: No. iterations = 1, Error = 0.000837941
Sample 369: No. iterations = 120, Error = 0.000702992
Sample 370: No. iterations = 115, Error = 0.000829541
Sample 371: No. iterations = 223, Error = 0.000735875
Sample 372: No. iterations = 24, Error = 6.02769e-06
Sample 373: No. iterations = 30, Error = 0.000145492
Sample 374: No. iterations = 4, Error = 0.000911047
Sample 375: No. iterations = 70, Error = 0.000539903
Sample 376: No. iterations = 42, Error = 0.00042182
Sample 377: No. iterations = 188, Error = 0.000146402
Sample 378: No. iterations = 10, Error = 7.34512e-05
Sample 379: No. iterations = 5, Error = 0.000272442
Sample 380: No. iterations = 6, Error = 4.01128e-05
Sample 381: No. iterations = 39, Error = 0.000746363
Sample 382: No. iterations = 2, Error = 0.000854696
Sample 383: No. iterations = 130, Error = 0.000922343
Sample 384: No. iterations = 43, Error = 0.00079458
Sample 385: No. iterations = 97, Error = 0.000894752
Sample 386: No. iterations = 23, Error = 7.85338e-05
Sample 387: No. iterations = 281, Error = 7.99441e-05
Sample 388: No. iterations = 3, Error = 0.000545175
Sample 389: No. iterations = 88, Error = 9.10723e-05
Sample 390: No. iterations = 84, Error = 0.000350093
Sample 391: No. iterations = 149, Error = 0.000407895
Sample 392: No. iterations = 6, Error = 0.00092108
Sample 393: No. iterations = 48, Error = 0.000186059
Sample 394: No. iterations = 29, Error = 0.000293971
Sample 395: No. iterations = 176, Error = 0.000604148
Sample 396: No. iterations = 40, Error = 0.000343999
Sample 397: No. iterations = 128, Error = 0.000534711
Sample 398: No. iterations = 14, Error = 0.000540507
Sample 399: No. iterations = 1, Error = 0.000669243
Sample 400: No. iterations = 83, Error = 0.000834132
Sample 401: No. iterations = 35, Error = 0.000410538
Sample 402: No. iterations = 1, Error = 0.000276026
Sample 403: No. iterations = 27, Error = 0.000146275
Sample 404: No. iterations = 2, Error = 7.41694e-05
Sample 405: No. iterations = 195, Error = 0.000402445
Sample 406: No. iterations = 46, Error = 0.000381837
Sample 407: No. iterations = 9, Error = 8.82113e-05
Sample 408: No. iterations = 14, Error = 0.00017843
Sample 409: No. iterations = 1, Error = 1.66965e-05
Sample 410: No. iterations = 15, Error = 0.000108922
Sample 411: No. iterations = 7, Error = 0.000903698
Sample 412: No. iterations = 1, Error = 5.87305e-05
Sample 413: No. iterations = 121, Error = 0.000478445
Sample 414: No. iterations = 1, Error = 1.07336e-05
Sample 415: No. iterations = 94, Error = 0.000841704
Sample 416: No. iterations = 46, Error = 3.72756e-05
Sample 417: No. iterations = 71, Error = 0.000721042
Sample 418: No. iterations = 158, Error = 0.000759179
Sample 419: No. iterations = 238, Error = 0.00013749
Sample 420: No. iterations = 60, Error = 0.000127508
Sample 421: No. iterations = 318, Error = 0.000771555
Sample 422: No. iterations = 16, Error = 0.000879018
Sample 423: No. iterations = 39, Error = 0.000125447
Sample 424: No. iterations = 55, Error = 0.000488557
Sample 425: No. iterations = 40, Error = 0.000654483
Sample 426: No. iterations = 122, Error = 0.000897984
Sample 427: No. iterations = 53, Error = 0.000903789
Sample 428: No. iterations = 8, Error = 0.000742348
Sample 429: No. iterations = 1, Error = 0.000101962
Sample 430: No. iterations = 5, Error = 7.51701e-05
Sample 431: No. iterations = 40, Error = 0.000439454
Sample 432: No. iterations = 2, Error = 0.000523748
Sample 433: No. iterations = 23, Error = 0.00087923
Sample 434: No. iterations = 24, Error = 0.000105565
Sample 435: No. iterations = 80, Error = 0.000185895
Sample 436: No. iterations = 1, Error = 0.000107546
Sample 437: No. iterations = 90, Error = 0.000787944
Sample 438: No. iterations = 5, Error = 0.000961492
Sample 439: No. iterations = 50, Error = 0.000718701
Sample 440: No. iterations = 4, Error = 0.000277822
Sample 441: No. iterations = 20, Error = 0.000914479
Sample 442: No. iterations = 9, Error = 0.000636389
Sample 443: No. iterations = 21, Error = 0.000885312
Sample 444: No. iterations = 26, Error = 0.000446284
Sample 445: No. iterations = 405, Error = 9.13642e-05
Sample 446: No. iterations = 39, Error = 0.000774335
Sample 447: No. iterations = 172, Error = 0.000602479
Sample 448: No. iterations = 103, Error = 0.000986802
Sample 449: No. iterations = 50, Error = 0.000147297
Sample 450: No. iterations = 16, Error = 0.000559652
Sample 451: No. iterations = 1, Error = 0.000306331
Sample 452: No. iterations = 132, Error = 0.000914599
Sample 453: No. iterations = 150, Error = 0.00083943
Sample 454: No. iterations = 42, Error = 0.000142524
Sample 455: No. iterations = 4, Error = 0.00046843
Sample 456: No. iterations = 10, Error = 0.000471937
Sample 457: No. iterations = 5, Error = 0.000370415
Sample 458: No. iterations = 91, Error = 8.84957e-05
Sample 459: No. iterations = 6, Error = 0.000815711
Sample 460: No. iterations = 39, Error = 0.000945438
Sample 461: No. iterations = 117, Error = 0.000198418
Sample 462: No. iterations = 22, Error = 0.000811458
Sample 463: No. iterations = 5, Error = 0.000580269
Sample 464: No. iterations = 134, Error = 0.000378385
Sample 465: No. iterations = 69, Error = 0.000202643
Sample 466: No. iterations = 62, Error = 0.000257673
Sample 467: No. iterations = 2, Error = 0.000300742
Sample 468: No. iterations = 15, Error = 0.000347646
Sample 469: No. iterations = 32, Error = 0.000145322
Sample 470: No. iterations = 98, Error = 0.000762038
Sample 471: No. iterations = 63, Error = 0.000539443
Sample 472: No. iterations = 59, Error = 0.000679906
Sample 473: No. iterations = 71, Error = 0.00047165
Sample 474: No. iterations = 31, Error = 0.00027811
Sample 475: No. iterations = 55, Error = 0.000797668
Sample 476: No. iterations = 24, Error = 0.000438963
Sample 477: No. iterations = 79, Error = 0.000814345
Sample 478: No. iterations = 3, Error = 0.000195335
Sample 479: No. iterations = 13, Error = 0.000219434
Sample 480: No. iterations = 27, Error = 0.000692423
Sample 481: No. iterations = 161, Error = 4.56239e-06
Sample 482: No. iterations = 74, Error = 0.000274301
Sample 483: No. iterations = 63, Error = 5.89044e-05
Sample 484: No. iterations = 88, Error = 0.000719975
Sample 485: No. iterations = 1, Error = 5.17553e-05
Sample 486: No. iterations = 114, Error = 0.000839822
Sample 487: No. iterations = 9, Error = 0.000331984
Sample 488: No. iterations = 48, Error = 0.000222644
Sample 489: No. iterations = 388, Error = 0.000791374
Sample 490: No. iterations = 117, Error = 0.000230425
Sample 491: No. iterations = 24, Error = 2.14885e-06
Sample 492: No. iterations = 119, Error = 0.000349356
Sample 493: No. iterations = 2, Error = 0.000902927
Sample 494: No. iterations = 67, Error = 0.000227862
Sample 495: No. iterations = 114, Error = 1.83115e-05
Sample 496: No. iterations = 108, Error = 0.000121432
Sample 497: No. iterations = 255, Error = 6.00793e-06
Sample 498: No. iterations = 68, Error = 0.000156037
Sample 499: No. iterations = 10, Error = 0.000111441
Sample 500: No. iterations = 129, Error = 7.64277e-06
Sample 501: No. iterations = 206, Error = 0.000846708
Sample 502: No. iterations = 61, Error = 0.000546706
Sample 503: No. iterations = 110, Error = 0.000584926
Sample 504: No. iterations = 83, Error = 5.7935e-05
Sample 505: No. iterations = 18, Error = 0.00073371
Sample 506: No. iterations = 3, Error = 7.91062e-05
Sample 507: No. iterations = 61, Error = 0.000859302
Sample 508: No. iterations = 25, Error = 0.000705878
Sample 509: No. iterations = 52, Error = 2.5033e-06
Sample 510: No. iterations = 495, Error = 0.000273045
Sample 511: No. iterations = 19, Error = 0.000689867
Sample 512: No. iterations = 89, Error = 9.8135e-05
Sample 513: No. iterations = 138, Error = 0.000277512
Sample 514: No. iterations = 23, Error = 8.2792e-05
Sample 515: No. iterations = 12, Error = 0.000553754
Sample 516: No. iterations = 82, Error = 3.4799e-05
Sample 517: No. iterations = 25, Error = 8.07246e-05
Sample 518: No. iterations = 192, Error = 0.000139738
Sample 519: No. iterations = 109, Error = 3.02696e-05
Sample 520: No. iterations = 49, Error = 0.000280957
Sample 521: No. iterations = 75, Error = 0.000739817
Sample 522: No. iterations = 20, Error = 0.000497859
Sample 523: No. iterations = 6, Error = 0.000642397
Sample 524: No. iterations = 115, Error = 0.000137523
Sample 525: No. iterations = 34, Error = 0.000296815
Sample 526: No. iterations = 89, Error = 0.000209106
Sample 527: No. iterations = 1, Error = 0.000167661
Sample 528: No. iterations = 157, Error = 0.000275475
Sample 529: No. iterations = 239, Error = 0.000117212
Sample 530: No. iterations = 41, Error = 0.000648334
Sample 531: No. iterations = 110, Error = 0.000204588
Sample 532: No. iterations = 133, Error = 0.000561136
Sample 533: No. iterations = 301, Error = 8.84164e-05
Sample 534: No. iterations = 241, Error = 0.000101107
Sample 535: No. iterations = 162, Error = 0.000127894
Sample 536: No. iterations = 4, Error = 0.000504289
Sample 537: No. iterations = 9, Error = 0.000432668
Sample 538: No. iterations = 125, Error = 0.000267867
Sample 539: No. iterations = 4, Error = 0.000887074
Sample 540: No. iterations = 50, Error = 3.65476e-05
Sample 541: No. iterations = 550, Error = 0.485851
Sample 542: No. iterations = 23, Error = 0.000814633
Sample 543: No. iterations = 26, Error = 0.000322358
Sample 544: No. iterations = 55, Error = 0.000793921
Sample 545: No. iterations = 116, Error = 0.000461854
Sample 546: No. iterations = 2, Error = 0.000112338
Sample 547: No. iterations = 83, Error = 0.000271495
Sample 548: No. iterations = 55, Error = 0.000664669
Sample 549: No. iterations = 36, Error = 9.46667e-05
Sample 550: No. iterations = 31, Error = 0.000325769
Sample 551: No. iterations = 30, Error = 0.000132486
Sample 552: No. iterations = 46, Error = 7.40318e-05
Sample 553: No. iterations = 279, Error = 0.00067533
Sample 554: No. iterations = 1, Error = 2.13552e-06
